,CB_company_uuid,legal_name,domain,city,status,category_groups_list,num_funding_rounds,total_funding_usd,total_funding,founded_on,last_funding_on,employee_count,raised_amount_usd,acquiree_name,acquirer_name,acquired_on,went_public_on,valuation_price_usd,valuation_price,money_raised_usd,money_raised,CB_people_uuid,person_name,started_on,ended_on,is_current,title,job_type,first_name,last_name,gender,facebook_url,linkedin_url,twitter_url,facebook_url_exists,linkedin_url_exists,twitter_url_exists
23048,e044c07e-645c-b334-a24b-e292da67a800,Skycure Ltd.,skycure.com,Palo Alto,closed,"Information Technology,Mobile,Privacy and Security",3.0,27500000.0,27500000.0,2012-01-01,2016-07-19,101-250,27500000.0,Skycure,NortonLifeLock,2017-07-11,,,,,,b387b43b-8e63-b3b7-a2b2-d02e4fbbdc7f,Yair Amit,2012-04-01,2019-12-01,False,Co-Founder & CTO,executive,Yair,Amit,male,,http://www.linkedin.com/in/yairamit,https://twitter.com/yairamit,0,1,1
23049,e044c07e-645c-b334-a24b-e292da67a800,Skycure Ltd.,skycure.com,Palo Alto,closed,"Information Technology,Mobile,Privacy and Security",3.0,27500000.0,27500000.0,2012-01-01,2016-07-19,101-250,27500000.0,Skycure,NortonLifeLock,2017-07-11,,,,,,9cf8cfc5-e694-32aa-d970-f049c361ba2e,Adi Sharabani,2012-04-01,2020-02-01,False,Co-Founder & CEO,executive,Adi,Sharabani,male,,http://www.linkedin.com/in/adisharabani,https://twitter.com/adisharabani,0,1,1
23099,34031ce9-f472-f939-f399-fd6f05451951,"Qumulo, Inc.",qumulo.com,Seattle,operating,"Data and Analytics,Hardware,Information Technology,Internet Services,Software",7.0,347300000.0,347300000.0,2012-01-01,2020-07-16,251-500,347300000.0,,,,,,,,,3375e3e2-bf3e-fbd1-7c5a-d9f500fd8547,Neal Fachan,2016-04-01,,True,Founder & Chief Scientist,executive,Neal,Fachan,male,,https://www.linkedin.com/in/nealfachan/,,0,1,0
23100,34031ce9-f472-f939-f399-fd6f05451951,"Qumulo, Inc.",qumulo.com,Seattle,operating,"Data and Analytics,Hardware,Information Technology,Internet Services,Software",7.0,347300000.0,347300000.0,2012-01-01,2020-07-16,251-500,347300000.0,,,,,,,,,e6e50ab3-414a-a61d-6eb5-7b161ef87014,Aaron Passey,2012-03-01,2016-01-01,False,Founder & Chief Technology Officer,executive,Aaron,Passey,male,https://www.facebook.com/glaysche,https://www.linkedin.com/in/aaron-passey-a87368,,1,1,0
23125,edf919a6-5dac-2f2b-9673-9a3cf6bb8af3,Crossbar Inc.,crossbar-inc.com,Santa Clara,operating,"Hardware,Internet Services,Science and Engineering",6.0,130659003.0,130659003.0,2010-01-01,2019-08-22,51-100,130659003.0,,,,,,,,,49171fea-272a-2c2f-69e0-a76ec00dc6c2,George Minassian,2010-02-01,,True,CO-Founder & CEO,executive,George,Minassian,male,,https://www.linkedin.com/in/george-minassian-19175210/,,0,1,0
23126,edf919a6-5dac-2f2b-9673-9a3cf6bb8af3,Crossbar Inc.,crossbar-inc.com,Santa Clara,operating,"Hardware,Internet Services,Science and Engineering",6.0,130659003.0,130659003.0,2010-01-01,2019-08-22,51-100,130659003.0,,,,,,,,,38a2acbe-72ac-c0b2-da2a-ee73800b1675,Wei Lu,2010-03-01,2017-11-01,False,Chief Scientist& Co-Founder,executive,Wei,Lu,male,,https://www.linkedin.com/in/wei-lu-8b60339,,0,1,0
23127,edf919a6-5dac-2f2b-9673-9a3cf6bb8af3,Crossbar Inc.,crossbar-inc.com,Santa Clara,operating,"Hardware,Internet Services,Science and Engineering",6.0,130659003.0,130659003.0,2010-01-01,2019-08-22,51-100,130659003.0,,,,,,,,,17c49451-7bcd-7e70-591e-6d7fc374de57,Hagop Nazarian,2010-01-01,,True,VP & Co-Founder,executive,Hagop,Nazarian,male,,https://www.linkedin.com/in/hagop-nazarian,,0,1,0
23133,9f727429-0d16-4259-2932-c0db09d94902,Allset Technologies Inc.,allsetnow.com,Los Angeles,operating,"Apps,Commerce and Shopping,Events,Financial Services,Food and Beverage,Media and Entertainment,Mobile,Other,Payments,Software,Transportation",6.0,16600000.0,16600000.0,2015-01-01,2021-06-18,51-100,16600000.0,,,,,,,,,4ce46616-67ac-ad80-e343-2fbcc06263ae,Stas Matviyenko,2015-04-01,,True,Founder & CEO,executive,Stas,Matviyenko,male,https://www.facebook.com/stas.matviyenko,http://www.linkedin.com/in/matvienkostas,http://twitter.com/stasmatv,1,1,1
23135,9f727429-0d16-4259-2932-c0db09d94902,Allset Technologies Inc.,allsetnow.com,Los Angeles,operating,"Apps,Commerce and Shopping,Events,Financial Services,Food and Beverage,Media and Entertainment,Mobile,Other,Payments,Software,Transportation",6.0,16600000.0,16600000.0,2015-01-01,2021-06-18,51-100,16600000.0,,,,,,,,,31c0e7d5-d237-569e-347a-32e10d52730d,Anna Polishchuk,2015-04-01,,True,CDO & Co-Founder,executive,Anna,Polishchuk,female,https://www.facebook.com/anna.polishchuk2,https://www.linkedin.com/in/annapolishchuk/,http://twitter.com/annadvicewallet,1,1,1
23162,9aeed492-2c89-d049-84f7-893570499f97,Outdoor Voices Inc.,outdoorvoices.com,Austin,operating,"Commerce and Shopping,Sports",8.0,64424999.0,64424999.0,2013-01-01,2020-06-28,101-250,64424999.0,,,,,,,,,bfbcf1ed-8202-bb11-a259-6596d074a810,Tyler Haney,2014-06-01,2021-03-01,False,Founder and CEO,executive,Tyler,Haney,female,https://www.facebook.com/tyler.haney.96,https://www.linkedin.com/in/ty-haney-a4b1561a/,https://twitter.com/ty_haney,1,1,1
23163,9aeed492-2c89-d049-84f7-893570499f97,Outdoor Voices Inc.,outdoorvoices.com,Austin,operating,"Commerce and Shopping,Sports",8.0,64424999.0,64424999.0,2013-01-01,2020-06-28,101-250,64424999.0,,,,,,,,,fbb7ed2e-e28b-fb98-c19c-b2582fb501de,Matt McIntyre,2012-01-01,2013-01-01,False,Co-founder,executive,Matt,McIntyre,male,http://www.facebook.com/matthewmcintyre,https://www.linkedin.com/in/matthewmcintyre/,,1,1,0
23172,71c2f7e6-759d-6f24-d0b9-7241f1488a12,"Versa Networks, Inc.",versa-networks.com,San Jose,operating,"Hardware,Information Technology,Privacy and Security",5.0,196250000.0,196250000.0,2012-09-01,2021-06-30,501-1000,196250000.0,,,,,,,,,42be0f77-994c-e0fc-07f8-b05dcc75ed6c,Apurva Mehta,2012-09-01,,True,Founder & CTO,executive,Apurva,Mehta,male,,https://www.linkedin.com/in/apurva-mehta-76298a59,,0,1,0
23173,71c2f7e6-759d-6f24-d0b9-7241f1488a12,"Versa Networks, Inc.",versa-networks.com,San Jose,operating,"Hardware,Information Technology,Privacy and Security",5.0,196250000.0,196250000.0,2012-09-01,2021-06-30,501-1000,196250000.0,,,,,,,,,652db843-5834-0899-45d7-be30569b6d6f,Kumar Mehta,2012-09-01,,True,Co-Founder/CDO/Chief Soul Officer and Former CEO,executive,Kumar,Mehta,male,,https://www.linkedin.com/in/kumar-mehta-73733259,,0,1,0
23195,f0079256-e5a0-bd2e-8e6d-7b7d08e78976,"Connectifier, Inc.",connectifier.com,Sunnyvale,closed,"Internet Services,Professional Services,Software",3.0,11699999.0,11699999.0,2011-12-29,2015-10-27,11-50,11699999.0,Connectifier,LinkedIn,2016-02-04,,,,,,2c42e6db-30c9-81ae-13ab-3b78f6124916,John Jersin,2011-11-01,2016-02-01,False,"CEO, co-founder",executive,John,Jersin,male,,http://www.linkedin.com/in/jjersin,,0,1,0
23196,f0079256-e5a0-bd2e-8e6d-7b7d08e78976,"Connectifier, Inc.",connectifier.com,Sunnyvale,closed,"Internet Services,Professional Services,Software",3.0,11699999.0,11699999.0,2011-12-29,2015-10-27,11-50,11699999.0,Connectifier,LinkedIn,2016-02-04,,,,,,83d6a3be-d58e-0e86-aed4-540b357f0e97,Benjamin McCann,2011-12-01,2016-02-01,False,"Co-founder, CTO",executive,Benjamin,McCann,male,,http://www.linkedin.com/in/benmccann,http://twitter.com/benjaminmccann,0,1,1
23209,16e1dfb3-0bd6-6aa9-d9cb-790e3f8de745,"CommonBond, Inc.",commonbond.co,New York,operating,"Education,Financial Services,Internet Services",11.0,1559105787.0,1559105787.0,2011-11-01,2020-01-01,101-250,1559105787.0,,,,,,,,,6ff59225-e181-4fe3-5d79-f4d2c49f3467,David Klein,2011-11-01,,True,Co-Founder & CEO,executive,David,Klein,male,,https://www.linkedin.com/in/daveklein,,0,1,0
23210,16e1dfb3-0bd6-6aa9-d9cb-790e3f8de745,"CommonBond, Inc.",commonbond.co,New York,operating,"Education,Financial Services,Internet Services",11.0,1559105787.0,1559105787.0,2011-11-01,2020-01-01,101-250,1559105787.0,,,,,,,,,2eb9f3e0-e446-73d8-49e2-0eea2f1429e1,Jessup Shean,2011-10-01,2012-09-01,False,Co-Founder & Former COO,executive,Jessup,Shean,female,,https://www.linkedin.com/in/jessup-shean-5b02674/,,0,1,0
23276,8f94b7ff-f094-aac3-c044-63e27559f6f6,"Quantifind, Inc.",quantifind.com,Menlo Park,operating,"Artificial Intelligence,Data and Analytics,Financial Services,Science and Engineering,Software",6.0,68322408.0,68322408.0,2008-01-01,2021-02-01,51-100,68322408.0,,,,,,,,,b132144f-a82d-9863-b1bc-6be79e0e7ab8,John Stockton,2009-01-01,,True,Co-founder,executive,John,Stockton,male,,https://www.linkedin.com/in/johnkstockton/,,0,1,0
23277,8f94b7ff-f094-aac3-c044-63e27559f6f6,"Quantifind, Inc.",quantifind.com,Menlo Park,operating,"Artificial Intelligence,Data and Analytics,Financial Services,Science and Engineering,Software",6.0,68322408.0,68322408.0,2008-01-01,2021-02-01,51-100,68322408.0,,,,,,,,,54e45c35-30dc-6665-7b47-1c7cb91bd2ee,Ari Tuchman,2017-03-01,,True,Co-Founder & CEO,executive,Ari,Tuchman,male,,https://www.linkedin.com/in/ari-tuchman-521559,,0,1,0
23288,af1aa1d9-c624-f94f-91ad-bfe93e7cb9b8,Marxent Labs LLC,marxentlabs.com,St. Petersburg,operating,"Apps,Commerce and Shopping,Consumer Goods,Hardware,Real Estate,Software",8.0,28700000.0,28700000.0,2011-06-01,2021-01-22,101-250,28700000.0,,,,,,,,,7a543662-75cb-3809-9588-74072713042f,Barry Besecker,2010-09-01,,True,CTO & Co-Founder,executive,Barry,Besecker,male,,https://www.linkedin.com/in/barry-besecker-bba0611/,,0,1,0
23289,af1aa1d9-c624-f94f-91ad-bfe93e7cb9b8,Marxent Labs LLC,marxentlabs.com,St. Petersburg,operating,"Apps,Commerce and Shopping,Consumer Goods,Hardware,Real Estate,Software",8.0,28700000.0,28700000.0,2011-06-01,2021-01-22,101-250,28700000.0,,,,,,,,,14f9f29c-b887-5d60-8e00-40fbacdd9d52,Beck Besecker,2011-05-01,,True,Founder and CEO,executive,Beck,Besecker,male,,https://www.linkedin.com/in/AAEAAAKJRpEBJKfasgsEzfJw1LHybN0TA-T-JMA/,https://twitter.com/beckbesecker,0,1,1
23329,5063c3f2-baff-3efd-4c2c-97964a064a60,"Amitree, Inc.",amitree.com,San Francisco,operating,"Artificial Intelligence,Data and Analytics,Information Technology,Internet Services,Messaging and Telecommunications,Science and Engineering,Software",4.0,20762987.0,20762987.0,2012-01-01,2019-03-15,11-50,20762987.0,,,,,,,,,1854d988-87fe-77aa-40f6-9fd91b309562,Paul Knegten,2017-10-01,2019-07-01,False,Co-Founder & CMO,executive,Paul,Knegten,male,,http://www.linkedin.com/in/paulknegten,http://twitter.com/pknegten,0,1,1
23330,cffe38fe-8138-2d4c-d7bc-dde342cd7ffe,"Material Wrld, Inc.",materialworld.co,New York,operating,"Clothing and Apparel,Commerce and Shopping,Design,Other,Sustainability",4.0,9780000.0,9780000.0,2012-02-01,2016-03-30,11-50,9780000.0,,,,,,,,,44134e38-1c81-5fb0-b4bd-8abe6b6b8170,Rie Yano,2012-05-01,,True,Co-Founder & Chief Executive Officer,executive,Rie,Yano,female,https://www.facebook.com/MaterialWorldFashion,https://www.linkedin.com/in/rieyano/,http://twitter.com/rieglobe,1,1,1
23331,cffe38fe-8138-2d4c-d7bc-dde342cd7ffe,"Material Wrld, Inc.",materialworld.co,New York,operating,"Clothing and Apparel,Commerce and Shopping,Design,Other,Sustainability",4.0,9780000.0,9780000.0,2012-02-01,2016-03-30,11-50,9780000.0,,,,,,,,,0a37b99c-bb3b-879f-83d8-bee13e86ccb3,Jie Zheng,2012-01-01,2016-01-01,False,Co-Founder & President,executive,Jie,Zheng,female,http://www.facebook.com/jietothez,http://www.linkedin.com/in/zhengjie,http://twitter.com/jie_zheng,1,1,1
23332,cffe38fe-8138-2d4c-d7bc-dde342cd7ffe,"Material Wrld, Inc.",materialworld.co,New York,operating,"Clothing and Apparel,Commerce and Shopping,Design,Other,Sustainability",4.0,9780000.0,9780000.0,2012-02-01,2016-03-30,11-50,9780000.0,,,,,,,,,e0f1e2d3-412f-cdfe-fb01-4be6545e8b00,Adam Gries,2018-10-01,,True,Co-Founder,executive,Adam,Gries,male,http://www.facebook.com/adamgries,http://www.linkedin.com/in/adamgries,http://twitter.com/adamgries,1,1,1
23350,66e40cf4-9685-ff3b-b5a7-0d43cc45eefb,"Coinbase, Inc.",coinbase.com,San Francisco,ipo,"Commerce and Shopping,Financial Services,Lending and Investments,Other,Payments,Software",17.0,567309825.0,567309825.0,2012-01-01,2021-01-18,1001-5000,567309825.0,,,,2021-04-14,86000000000.0,86000000000.0,,,6abfef71-b2f5-31e2-c54c-1aa471a92a28,Brian Armstrong,2012-06-01,,True,Co-founder and CEO,executive,Brian,Armstrong,male,,https://www.linkedin.com/in/barmstrong/,http://twitter.com/brian_armstrong,0,1,1
23351,66e40cf4-9685-ff3b-b5a7-0d43cc45eefb,"Coinbase, Inc.",coinbase.com,San Francisco,ipo,"Commerce and Shopping,Financial Services,Lending and Investments,Other,Payments,Software",17.0,567309825.0,567309825.0,2012-01-01,2021-01-18,1001-5000,567309825.0,,,,2021-04-14,86000000000.0,86000000000.0,,,c5441c1b-8b8f-86f5-ca31-9aa050613454,Fred Ehrsam,2012-11-01,2017-01-01,False,Co-Founder,executive,Fred,Ehrsam,male,,https://www.linkedin.com/in/fredehrsam,http://twitter.com/FEhrsam,0,1,1
23367,71a6654e-f641-c1ac-5ebb-b3a9c0b9abf8,"Shopular, Inc.",shopular.com,Redwood City,acquired,"Commerce and Shopping,Mobile",3.0,13597710.0,13597710.0,2011-05-01,2016-02-10,1-10,13597710.0,Shopular,Rakuten Rewards,2016-03-24,,,,,,46707254-b106-0367-eb63-34ad0aa542ed,Navneet Loiwal,2012-01-01,2018-01-01,False,Co-Founder & Chief Executive Officer,executive,Navneet,Loiwal,male,https://www.facebook.com/navneetloiwal,http://www.linkedin.com/in/navneetloiwal,http://twitter.com/navneetl,1,1,1
23369,71a6654e-f641-c1ac-5ebb-b3a9c0b9abf8,"Shopular, Inc.",shopular.com,Redwood City,acquired,"Commerce and Shopping,Mobile",3.0,13597710.0,13597710.0,2011-05-01,2016-02-10,1-10,13597710.0,Shopular,Rakuten Rewards,2016-03-24,,,,,,02f83d50-4f7b-595b-9eef-6fa61f2238bc,Tommy Tsai,2011-09-01,2018-03-01,False,Founder,executive,Tommy,Tsai,male,https://www.facebook.com/tommytsai1984,http://www.linkedin.com/in/tommytsai,http://twitter.com/tsaitommy,1,1,1
23387,9b0c5390-7aee-334c-6d75-7af455884b44,"MarcoPolo Learning, Inc.",marcopololearning.com,New York,operating,"Apps,Content and Publishing,Education,Media and Entertainment,Mobile,Other,Science and Engineering,Software,Video",9.0,27803522.0,27803522.0,2013-01-01,2021-08-26,51-100,27803522.0,,,,,,,,,e26f25db-b356-5fa0-4218-69635a839494,Justin Hsu,2013-01-01,,True,CEO / Founder,executive,Justin,Hsu,male,,http://www.linkedin.com/in/justinhsu,http://twitter.com/justinmarcopolo,0,1,1
23388,9b0c5390-7aee-334c-6d75-7af455884b44,"MarcoPolo Learning, Inc.",marcopololearning.com,New York,operating,"Apps,Content and Publishing,Education,Media and Entertainment,Mobile,Other,Science and Engineering,Software,Video",9.0,27803522.0,27803522.0,2013-01-01,2021-08-26,51-100,27803522.0,,,,,,,,,de0b9239-b032-0631-045e-0e25c5fb7576,Nazar Yasin,2013-02-01,,True,Co-Founder,executive,Nazar,Yasin,male,http://www.facebook.com/nazar.yasin,http://www.linkedin.com/in/nazaryasin,http://twitter.com/nazaryasin,1,1,1
23397,e03c94b1-4dc1-7d51-3210-6d51c8f89a8e,"Better Weekdays, Inc.",mentorspaces.com,Denver,operating,"Administrative Services,Education,Professional Services,Sales and Marketing",7.0,4520000.0,4520000.0,2020-01-01,2021-07-29,11-50,4520000.0,,,,,,,,,3815d88f-b00e-6de8-f779-b1fc995574f7,Chris Motley,2011-12-01,,True,Founder & CEO,executive,Chris,Motley,male,,http://www.linkedin.com/in/chrisbmotley,https://twitter.com/chrisbmotley,0,1,1
23398,e03c94b1-4dc1-7d51-3210-6d51c8f89a8e,"Better Weekdays, Inc.",mentorspaces.com,Denver,operating,"Administrative Services,Education,Professional Services,Sales and Marketing",7.0,4520000.0,4520000.0,2020-01-01,2021-07-29,11-50,4520000.0,,,,,,,,,984bde5f-0c20-0dfd-3132-63a1a7782da9,Kunal Parbadia,2011-12-01,,True,VP of Operations & Co-Founder,executive,Kunal,Parbadia,male,,http://www.linkedin.com/in/kparbadia,,0,1,0
23407,d3d0ef78-367c-05b7-d74b-ab037e25b3f3,Organovo Holdings Inc.,organovo.com,San Diego,ipo,"Biotechnology,Health Care,Science and Engineering",6.0,112289760.0,112289760.0,2007-01-01,2021-01-29,51-100,112289760.0,,,,2012-02-24,331591136.0,331591136.0,46600000.0,46600000.0,ad3eced2-7c4e-21c9-7c9c-ebec9bea1503,Andras Forgacs,2007-01-01,2013-08-01,False,Co-founder and Director,executive,Andras,Forgacs,male,,http://www.linkedin.com/in/atforgacs,http://twitter.com/atforgacs,0,1,1
23408,a78a1d53-5b9f-8dac-efc2-ffa20f8ae83b,"Modern Meadow Inc, Modern Meadow, LLC",modernmeadow.com,Nutley,operating,"Agriculture and Farming,Biotechnology,Manufacturing,Science and Engineering",7.0,183500000.0,183500000.0,2011-08-05,2021-04-29,51-100,183500000.0,,,,,,,,,ad3eced2-7c4e-21c9-7c9c-ebec9bea1503,Andras Forgacs,2011-09-01,,False,Co-Founder & CEO,executive,Andras,Forgacs,male,,http://www.linkedin.com/in/atforgacs,http://twitter.com/atforgacs,0,1,1
23409,d3d0ef78-367c-05b7-d74b-ab037e25b3f3,Organovo Holdings Inc.,organovo.com,San Diego,ipo,"Biotechnology,Health Care,Science and Engineering",6.0,112289760.0,112289760.0,2007-01-01,2021-01-29,51-100,112289760.0,,,,2012-02-24,331591136.0,331591136.0,46600000.0,46600000.0,0eff02b0-86a2-09d5-3fc5-6e9c3497a762,Gabor Forgacs,2007-10-01,,True,Scientific Founder,employee,Gabor,Forgacs,male,https://www.facebook.com/gabor.forgacs.14,https://www.linkedin.com/in/gabor-forgacs-45882a6,,1,1,0
23410,a78a1d53-5b9f-8dac-efc2-ffa20f8ae83b,"Modern Meadow Inc, Modern Meadow, LLC",modernmeadow.com,Nutley,operating,"Agriculture and Farming,Biotechnology,Manufacturing,Science and Engineering",7.0,183500000.0,183500000.0,2011-08-05,2021-04-29,51-100,183500000.0,,,,,,,,,0eff02b0-86a2-09d5-3fc5-6e9c3497a762,Gabor Forgacs,2011-01-01,,True,Scientific Founder,executive,Gabor,Forgacs,male,https://www.facebook.com/gabor.forgacs.14,https://www.linkedin.com/in/gabor-forgacs-45882a6,,1,1,0
23434,2c37fb45-3185-e652-5bcc-1a3acdda8c0b,"Initial State Technologies, Inc.",initialstate.com,Nashville,acquired,"Data and Analytics,Design,Information Technology,Internet Services,Software",4.0,4045000.0,4045000.0,2012-03-22,2017-01-13,11-50,4045000.0,Initial State Technologies,Tektronix,2018-12-20,,,,,,db672b39-11a1-d55f-5821-22e4f5223325,Jamie Bailey,2012-06-01,2021-05-01,False,CEO / Founder,executive,Jamie,Bailey,male,,https://www.linkedin.com/in/mrjamiebailey,http://twitter.com/MrJamieBailey,0,1,1
23435,2c37fb45-3185-e652-5bcc-1a3acdda8c0b,"Initial State Technologies, Inc.",initialstate.com,Nashville,acquired,"Data and Analytics,Design,Information Technology,Internet Services,Software",4.0,4045000.0,4045000.0,2012-03-22,2017-01-13,11-50,4045000.0,Initial State Technologies,Tektronix,2018-12-20,,,,,,932c2afc-1ea1-e685-73d6-b233c606ddb6,Raymond Jacobs,2014-01-01,2018-05-01,False,"Founder, Director of Business Development",executive,Raymond,Jacobs,male,,https://www.linkedin.com/in/raymond-jacobs-3981b96,https://twitter.com/rjinitialstate,0,1,1
23439,2ab1e1f7-9af3-7e1e-3c90-618e1f6ed33b,"VictorOps, Inc.",victorops.com,Boulder,closed,"Information Technology,Mobile,Other,Software",4.0,33700000.0,33700000.0,2012-12-27,2016-12-16,51-100,33700000.0,VictorOps,Splunk,2018-06-11,,,,,,df64da02-c49b-fd21-20d2-d44bf89c7f8f,Todd Vernon,2012-11-01,2018-06-01,False,Founder / CEO,executive,Todd,Vernon,male,,http://www.linkedin.com/in/toddvernon,http://twitter.com/toddvernon,0,1,1
23441,2ab1e1f7-9af3-7e1e-3c90-618e1f6ed33b,"VictorOps, Inc.",victorops.com,Boulder,closed,"Information Technology,Mobile,Other,Software",4.0,33700000.0,33700000.0,2012-12-27,2016-12-16,51-100,33700000.0,VictorOps,Splunk,2018-06-11,,,,,,aaaf51ec-489c-e613-df37-a63cc1071dee,Dan Jones,2012-12-01,,True,Founder / CTO,executive,Dan,Jones,male,,https://www.linkedin.com/in/dan-jones-3847341,,0,1,0
23442,2ab1e1f7-9af3-7e1e-3c90-618e1f6ed33b,"VictorOps, Inc.",victorops.com,Boulder,closed,"Information Technology,Mobile,Other,Software",4.0,33700000.0,33700000.0,2012-12-27,2016-12-16,51-100,33700000.0,VictorOps,Splunk,2018-06-11,,,,,,04cd0f85-b427-5bc4-4022-66eb9f70e6fb,Bryce Ambraziunas,2012-11-01,2019-06-01,False,Founder | COO,executive,Bryce,Ambraziunas,male,,https://www.linkedin.com/in/bryce-ambraziunas,http://twitter.com/bambraz,0,1,1
23458,416156d2-f0de-7c42-8303-6eaeab697c26,"Robinhood Financial, LLC",robinhood.com,Menlo Park,ipo,"Financial Services,Lending and Investments,Payments,Software",28.0,5574623000.0,5574623000.0,2013-01-01,2021-02-01,1001-5000,5574623000.0,,,,2021-07-29,32011000000.0,32011000000.0,2100000000.0,2100000000.0,8a2f6585-ada5-9646-e487-217a0ef89edc,Baiju Bhatt,,,True,Co-Founder and Co-CEO,executive,Baiju,Bhatt,male,,https://www.linkedin.com/in/bprafulkumar,https://twitter.com/bprafulkumar,0,1,1
23459,416156d2-f0de-7c42-8303-6eaeab697c26,"Robinhood Financial, LLC",robinhood.com,Menlo Park,ipo,"Financial Services,Lending and Investments,Payments,Software",28.0,5574623000.0,5574623000.0,2013-01-01,2021-02-01,1001-5000,5574623000.0,,,,2021-07-29,32011000000.0,32011000000.0,2100000000.0,2100000000.0,93a28888-1439-7a31-bf70-5b49afaa7ff2,Vlad Tenev,2012-08-01,,True,Co-Founder and Co-CEO,executive,Vlad,Tenev,male,https://www.facebook.com/vlad.tenev,https://www.linkedin.com/in/vlad-tenev-7037591b/,https://twitter.com/vladtenev,1,1,1
23477,bf05d836-efed-7b0a-f458-09baa68e7f1b,"CliQr Technologies, Inc.",cliqr.com,San Jose,closed,"Information Technology,Internet Services,Software",4.0,38400000.0,38400000.0,2010-10-01,2015-04-07,51-100,38400000.0,CliQr Technologies,Cisco,2016-03-01,,,,,,fa0926fa-995c-cd4f-31f8-6db616a9de5c,Gaurav Manglik,2010-10-10,2016-04-15,False,Co-Founder & Chief Executive Officer,executive,Gaurav,Manglik,male,,https://www.linkedin.com/in/gmanglik,https://twitter.com/gmanglik,0,1,1
